accession	strain	virus	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url	genbank_accession_rev	updated	ambiguous_strain_names	notes
MN101548	Salvador	zika	2017-11-11	South America	Brazil	Brazil	Brazil	genbank	genome	Sardi et al	https://www.ncbi.nlm.nih.gov/nuccore/MN101548	High-Quality Resolution of the Outbreak-Related Zika Virus Genome and Discovery of New Viruses Using Ion Torrent-Based Metatranscriptomics	" 782 (2020),Viruses 12 (7)"		MN101548.1	2020-07-21		
MT636065	ARCB116141	zika	2016-01-02	South America	Argentina	Argentina	Argentina	genbank	genome	Pallares et al	https://www.ncbi.nlm.nih.gov/nuccore/MT636065	Zika Virus sfRNA Generation Requires Cooperativity between Duplicated RNA Structures that Are Essential for Productive Infection in Human Cells	Unpublished		MT636065.1	2020-06-29		
MT483911	800/16	zika	2016-07-25	South America	Brazil	Brazil	Brazil	genbank	genome	Korva et al	https://www.ncbi.nlm.nih.gov/nuccore/MT483911	Direct Submission	"Submitted (12-MAY-2020) Laboratory for Diagnostics of Zoonoses and WHO Centre, Institute of Microbiology and Immunology, Zaloska 4, Slovenia, Faculty of Medicine, Ljubljana 1000, University of Ljubljana"		MT483911.1	2020-06-22		
MT507047	S_542/Yucatan/2017	zika	2017-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Talavera-Aguilar et al	https://www.ncbi.nlm.nih.gov/nuccore/MT507047	"Infection, dissemination and transmission efficiencies of Zika virus in Aedes aegypti after serial passage in mosquito or mammalian cell lines or alternating passage in both cell types"	Unpublished		MT507047.1	2020-06-14		
MT507048	S_542/Yucatan/2017	zika	2017-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Talavera-Aguilar et al	https://www.ncbi.nlm.nih.gov/nuccore/MT507048	"Infection, dissemination and transmission efficiencies of Zika virus in Aedes aegypti after serial passage in mosquito or mammalian cell lines or alternating passage in both cell types"	Unpublished		MT507048.1	2020-06-14		
MT507049	S_542/Yucatan/2017	zika	2017-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Talavera-Aguilar et al	https://www.ncbi.nlm.nih.gov/nuccore/MT507049	"Infection, dissemination and transmission efficiencies of Zika virus in Aedes aegypti after serial passage in mosquito or mammalian cell lines or alternating passage in both cell types"	Unpublished		MT507049.1	2020-06-14		
MT507050	S_542/Yucatan/2017	zika	2017-XX-XX	North America	Mexico	Mexico	Mexico	genbank	genome	Talavera-Aguilar et al	https://www.ncbi.nlm.nih.gov/nuccore/MT507050	"Infection, dissemination and transmission efficiencies of Zika virus in Aedes aegypti after serial passage in mosquito or mammalian cell lines or alternating passage in both cell types"	Unpublished		MT507050.1	2020-06-14		
MK696551	JXLHS1807	zika	2018-07-XX	China	China	China	Jiangxi	genbank	genome	Cheng et al	https://www.ncbi.nlm.nih.gov/nuccore/MK696551	Direct Submission	" Beijing 102206, Chinese Center for Disease Control and Prevention, Changping District,Submitted (27-MAR-2019) Department of Viral Encephalitis, National Institute for Viral Disease Control and Prevention, China, 155 Changbai Road"		MK696551.1	2020-03-27		
MK566202	V15098	zika	2015-03-XX	South America	Brazil	Brazil	Brazil	genbank	genome	Strottmann et al	https://www.ncbi.nlm.nih.gov/nuccore/MK566202	Genetic and biological characterization of Zika virus isolates from different Brazilian regions	Unpublished		MK566202.1	2020-03-25		
MT078742	PE243	zika	2017-06-29	South America	Brazil	Brazil	Brazil	genbank	genome	Menezes et al	https://www.ncbi.nlm.nih.gov/nuccore/MT078742	Laboratory acquired Zika virus infection through mouse bite: a case report	Unpublished		MT078742.1	2020-03-10		
MK269354	FLSR077	zika	2016-08-20	North America	USA	USA	USA	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MK269354	International travelers and genomics uncover a 'hidden' Zika outbreak	Unpublished		MK269354.1	2020-01-31		
MK269361	FLUR066	zika	2016-08-05	North America	USA	USA	USA	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MK269361	International travelers and genomics uncover a 'hidden' Zika outbreak	Unpublished		MK269361.1	2020-01-31		
MK269355	FLUR090	zika	2016-09-02	North America	USA	USA	USA	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MK269355	International travelers and genomics uncover a 'hidden' Zika outbreak	Unpublished		MK269355.1	2020-01-31		
MK269358	FLUR099	zika	2016-09-01	North America	USA	USA	USA	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MK269358	International travelers and genomics uncover a 'hidden' Zika outbreak	Unpublished		MK269358.1	2020-01-31		
MK269359	FLUR100	zika	2016-08-18	North America	USA	USA	USA	genbank	genome	Grubaugh et al	https://www.ncbi.nlm.nih.gov/nuccore/MK269359	International travelers and genomics uncover a 'hidden' Zika outbreak	Unpublished		MK269359.1	2020-01-31		
MK216692	AMA13	zika	2016-04-01	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216692	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216692.1	2020-01-04		
MK216693	AMA14	zika	2016-04-06	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216693	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216693.1	2020-01-04		
MK216694	AMA15	zika	2016-04-05	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216694	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216694.1	2020-01-04		
MK216695	AMA16	zika	2016-04-05	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216695	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216695.1	2020-01-04		
MK216696	AMA19	zika	2016-04-08	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216696	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216696.1	2020-01-04		
MK216687	AMA2	zika	2016-02-19	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216687	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216687.1	2020-01-04		
MK216697	AMA20	zika	2016-04-26	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216697	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216697.1	2020-01-04		
MK216698	AMA21	zika	2016-04-25	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216698	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216698.1	2020-01-04		
MK216699	AMA22	zika	2016-05-16	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216699	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216699.1	2020-01-04		
MK216701	AMA24	zika	2017-04-27	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216701	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216701.1	2020-01-04		
MK216702	AMA26	zika	2016-02-11	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216702	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216702.1	2020-01-04		
MK216703	AMA27	zika	2016-02-15	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216703	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216703.1	2020-01-04		
MK216745	AMA302	zika	2015-12-08	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216745	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216745.1	2020-01-04		
MK216705	AMA32	zika	2016-04-05	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216705	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216705.1	2020-01-04		
MK216704	AMA33	zika	2016-02-19	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216704	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216704.1	2020-01-04		
MK216707	AMA35	zika	2016-02-29	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216707	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216707.1	2020-01-04		
MK216706	AMA36	zika	2016-03-01	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216706	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216706.1	2020-01-04		
MK216709	AMA37	zika	2016-03-01	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216709	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216709.1	2020-01-04		
MK216708	AMA38	zika	2016-03-02	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216708	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216708.1	2020-01-04		
MK216710	AMA41	zika	2016-02-03	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216710	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216710.1	2020-01-04		
MK216712	AMA42	zika	2016-02-10	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216712	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216712.1	2020-01-04		
MK216711	AMA43	zika	2016-02-10	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216711	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216711.1	2020-01-04		
MK216714	AMA44	zika	2016-01-29	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216714	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216714.1	2020-01-04		
MK216713	AMA45	zika	2016-01-08	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216713	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216713.1	2020-01-04		
MK216715	AMA46	zika	2016-02-10	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216715	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216715.1	2020-01-04		
MK216716	AMA47	zika	2016-02-02	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216716	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216716.1	2020-01-04		
MK216717	AMA48	zika	2016-02-02	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216717	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216717.1	2020-01-04		
MK216718	AMA49	zika	2016-02-10	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216718	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216718.1	2020-01-04		
MK216688	AMA5	zika	2016-03-10	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216688	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216688.1	2020-01-04		
MK216719	AMA50	zika	2016-02-10	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216719	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216719.1	2020-01-04		
MK216720	AMA51	zika	2016-01-25	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216720	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216720.1	2020-01-04		
MK216732	AMA52	zika	2016-02-02	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216732	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216732.1	2020-01-04		
MK216721	AMA53	zika	2016-01-25	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216721	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216721.1	2020-01-04		
MK216725	AMA55	zika	2016-01-26	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216725	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216725.1	2020-01-04		
MK216723	AMA57	zika	2016-01-14	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216723	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216723.1	2020-01-04		
MK216722	AMA58	zika	2016-01-20	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216722	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216722.1	2020-01-04		
MK216724	AMA59	zika	2016-01-14	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216724	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216724.1	2020-01-04		
MK216691	AMA6	zika	2016-03-15	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216691	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216691.1	2020-01-04		
MK216729	AMA61	zika	2015-12-16	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216729	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216729.1	2020-01-04		
MK216726	AMA62	zika	2016-01-25	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216726	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216726.1	2020-01-04		
MK216727	AMA65	zika	2016-01-30	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216727	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216727.1	2020-01-04		
MK216728	AMA66	zika	2016-01-23	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216728	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216728.1	2020-01-04		
MK216730	AMA67	zika	2016-01-05	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216730	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216730.1	2020-01-04		
MK216733	AMA68	zika	2016-02-01	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216733	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216733.1	2020-01-04		
MK216731	AMA70	zika	2016-01-29	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216731	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216731.1	2020-01-04		
MK216734	AMA71	zika	2017-03-20	South America	Brazil	Amazonas	Manaus	genbank	genome	Giovanetti et al	https://www.ncbi.nlm.nih.gov/nuccore/MK216734	Direct Submission	"Submitted (26-NOV-2018) Laboratorio de Flavivirus, Avenida Brasil, Fundacao Oswaldo Cruz, Rio de Janeiro 21040360, Brazil, Rio de Janeiro, 4365"		MK216734.1	2020-01-04		
